islem_id,plaka,gecis_tarihi,tutar,gecis_noktasi,operator
TX00315,02 DY 8668,2026-08-17 23:16,17.5,Fatih SM G.,HGS-A
TX00316,35 RC 580,2026-08-11 13:17,44.0,Kavacık G.,HGS-B
TX00317,74 OL 8468,2026-08-12 01:31,44.0,Zincirlikuyu G.,HGS-B
TX00317,74 OL 8468,2026-08-12 01:31,44.0,Zincirlikuyu G.,HGS-B
TX00318,14 VP 1989,2026-08-08 23:32,13.25,Kavacık G.,HGS-A
TX00319,61 IY 3032,2026-08-30 01:35,8.5,TEM Otoyol G.,HGS-C
TX00320,42 FY 5341,2026-08-09 02:36,22.0,Kavacık G.,HGS-C
TX00321,07 ET 852,2026-08-13 02:56,35.75,Fatih SM G.,HGS-B
TX00322,71 KI 4877,2026-08-19 09:47,44.0,Zincirlikuyu G.,HGS-B
TX00323,64 ZS 9054,2026-08-25 07:09,13.25,15 Temmuz Köprüsü,HGS-A
TX00324,45 OP 257,2026-08-11 00:48,8.5,15 Temmuz Köprüsü,HGS-C
TX00325,14 EZ 6978,2026-08-16 01:09,6.0,Fatih SM G.,HGS-A
TX00326,67 JV 7611,2026-08-24 02:37,13.25,Avrasya Tüneli,HGS-A
TX00327,51 BN 7226,2026-08-22 04:15,22.0,Fatih SM G.,HGS-B
TX00328,51 RR 5311,2026-08-15 08:14,13.25,Zincirlikuyu G.,HGS-A
TX00329,75 CC 7465,2026-08-15 10:26,13.25,Avrasya Tüneli,HGS-B
TX00330,27 KK 2064,2026-08-03 05:51,8.5,Fatih SM G.,HGS-C
TX00331,06 EU 2530,2026-08-03 22:15,23.5,15 Temmuz Köprüsü,HGS-C
TX00332,34 TD 6725,2026-08-29 02:35,8.5,Avrasya Tüneli,HGS-A
TX00333,18 CB 3741,2026-08-05 06:52,35.75,Fatih SM G.,HGS-C
TX00334,11 NF 1328,2026-08-02 05:12,8.5,15 Temmuz Köprüsü,HGS-A
TX00335,16 AK 2852,2026-08-30 18:27,11.5,15 Temmuz Köprüsü,HGS-B
TX00336,23 IV 4605,2026-08-09 14:56,17.5,Kavacık G.,HGS-C
TX00337,32 OL 9122,2026-08-16 01:05,22.0,15 Temmuz Köprüsü,HGS-A
TX00338,68 FZ 9007,2026-08-26 00:24,8.5,Fatih SM G.,HGS-B
TX00339,63 HN 5369,2026-08-13 08:11,13.25,Fatih SM G.,HGS-C
TX00340,36 BZ 8774,2026-08-12 18:14,17.5,Kavacık G.,HGS-A
TX00341,35 MT 1016,2026-08-25 07:36,35.75,Fatih SM G.,HGS-A
TX00342,76 HR 5978,2026-08-30 18:01,8.5,TEM Otoyol G.,HGS-B
TX00343,73 DY 8164,2026-08-18 09:11,33.25,Kavacık G.,HGS-A
TX00344,03 MA 3400,2026-08-26 04:21,6.0,Zincirlikuyu G.,HGS-B
TX00345,76 RD 1917,2026-08-28 16:55,22.0,Kavacık G.,HGS-B
TX00346,51 NH 5385,2026-08-05 05:46,35.75,TEM Otoyol G.,HGS-B
TX00347,23 RM 5946,2026-08-08 21:37,17.5,15 Temmuz Köprüsü,HGS-B
TX00348,38 CR 9485,2026-08-13 18:02,17.5,Avrasya Tüneli,HGS-B
TX00349,79 FN 8229,2026-08-05 10:47,13.25,Zincirlikuyu G.,HGS-B
TX00350,22 OZ 5600,2026-08-15 00:16,19.0,Zincirlikuyu G.,HGS-C
TX00351,14 RB 7279,2026-08-24 13:10,35.75,15 Temmuz Köprüsü,HGS-B
TX00352,49 CL 9570,2026-08-21 21:14,17.5,15 Temmuz Köprüsü,HGS-A
TX00353,05 GH 1815,2026-08-03 10:10,30.75,Zincirlikuyu G.,HGS-C
TX00354,44 NO 8009,2026-08-23 00:27,8.5,Zincirlikuyu G.,HGS-C
TX00355,21 BH 3212,2026-08-14 22:35,8.5,TEM Otoyol G.,HGS-C
TX00356,37 GC 6537,2026-08-19 17:53,35.75,Zincirlikuyu G.,HGS-A
TX00357,55 CT 9933,2026-08-16 06:06,13.25,Zincirlikuyu G.,HGS-A
TX00358,11 KC 6612,2026-08-16 15:57,8.5,Fatih SM G.,HGS-A
TX00359,50 EV 6152,2026-08-06 14:02,22.0,15 Temmuz Köprüsü,HGS-B
TX00360,35 MD 1684,2026-08-03 21:22,44.0,15 Temmuz Köprüsü,HGS-C
TX00361,08 UT 6958,2026-08-18 21:55,35.75,Avrasya Tüneli,HGS-A
TX00362,11 JU 668,2026-08-17 18:57,44.0,Avrasya Tüneli,HGS-C
TX00363,19 CS 2932,2026-08-06 06:51,17.5,Zincirlikuyu G.,HGS-A
TX00364,56 ET 2522,2026-08-29 12:16,22.0,TEM Otoyol G.,HGS-A
TX00365,51 MU 8614,2026-08-15 00:50,8.5,Avrasya Tüneli,HGS-C
TX00366,54 CD 9383,2026-08-19 18:48,13.25,Kavacık G.,HGS-C
TX00367,37 UV 6832,2026-08-09 12:41,35.75,Avrasya Tüneli,HGS-C
TX00368,23 GD 6681,2026-08-02 12:56,25.0,TEM Otoyol G.,HGS-A
TX00369,35 VA 5065,2026-08-11 04:53,35.75,TEM Otoyol G.,HGS-C
TX00370,18 GS 5357,2026-08-09 23:26,44.0,TEM Otoyol G.,HGS-A
TX00371,28 YJ 8037,2026-08-25 16:55,22.0,Kavacık G.,HGS-C
TX00372,09 HL 2322,2026-08-25 16:56,44.0,Kavacık G.,HGS-A
TX00373,26 UF 7578,2026-08-02 11:45,17.5,Fatih SM G.,HGS-B
TX00374,65 JY 600,2026-08-08 11:31,44.0,15 Temmuz Köprüsü,HGS-A
TX00375,61 NI 2779,2026-08-27 08:47,3.5,Kavacık G.,HGS-B
TX00376,21 US 3611,2026-08-28 07:41,17.5,TEM Otoyol G.,HGS-A
TX00377,53 LU 245,2026-08-16 04:41,17.5,Avrasya Tüneli,HGS-A
TX00378,78 TH 4611,2026-08-14 12:54,22.0,15 Temmuz Köprüsü,HGS-B
TX00379,39 PT 6606,2026-08-19 03:00,44.0,TEM Otoyol G.,HGS-B
TX00380,77 OG 1871,2026-08-16 02:21,22.0,TEM Otoyol G.,HGS-B
TX00381,34 PY 4995,2026-08-07 04:33,17.5,Kavacık G.,HGS-C
TX00382,41 PR 8248,2026-08-10 08:58,35.75,15 Temmuz Köprüsü,HGS-B
TX00383,75 RN 3211,2026-08-11 23:45,17.5,TEM Otoyol G.,HGS-C
TX00384,61 VP 8411,2026-08-10 05:53,8.5,Avrasya Tüneli,HGS-A
TX00385,61 CF 9259,2026-08-25 05:43,22.0,TEM Otoyol G.,HGS-A
TX00386,29 SH 5528,2026-08-12 08:37,22.0,15 Temmuz Köprüsü,HGS-A
TX00387,75 NO 7836,2026-08-29 06:32,13.25,TEM Otoyol G.,HGS-B
TX00388,53 BU 2350,2026-08-07 10:26,44.0,15 Temmuz Köprüsü,HGS-A
TX00389,24 SL 2997,2026-08-11 20:03,13.25,15 Temmuz Köprüsü,HGS-B
TX00390,22 ND 1542,2026-08-05 19:27,8.5,15 Temmuz Köprüsü,HGS-B
TX00391,62 IA 3367,2026-08-24 11:00,17.0,Avrasya Tüneli,HGS-A
TX00392,81 RF 5741,2026-08-10 04:06,35.75,Avrasya Tüneli,HGS-C
TX00393,09 TG 4864,2026-08-15 23:33,44.0,Avrasya Tüneli,HGS-B
TX00394,18 HV 5985,2026-08-25 06:10,35.75,Kavacık G.,HGS-A
TX00395,17 EA 8367,2026-08-06 03:23,8.5,TEM Otoyol G.,HGS-A
TX00396,33 SO 9830,2026-08-02 21:06,8.5,Kavacık G.,HGS-A
TX00397,54 KC 4240,2026-08-16 22:09,17.5,TEM Otoyol G.,HGS-C
TX00398,39 JC 8624,2026-08-09 19:38,8.5,Zincirlikuyu G.,HGS-B
TX00399,14 LO 4731,2026-08-04 03:31,17.5,Avrasya Tüneli,HGS-A
TX00400,67 ZI 6813,2026-08-10 05:02,44.0,15 Temmuz Köprüsü,HGS-A
TX00402,12 SB 1759,2026-08-29 08:41,17.5,15 Temmuz Köprüsü,HGS-B
TX00403,07 CE 746,2026-08-28 09:23,8.5,Fatih SM G.,HGS-B
TX00404,13 UV 258,2026-08-28 04:42,8.5,Zincirlikuyu G.,HGS-B
TX00405,57 YG 1622,2026-08-12 10:11,13.25,15 Temmuz Köprüsü,HGS-B
TX00406,35 UP 7935,2026-08-26 13:41,17.5,Kavacık G.,HGS-A
TX00407,08 ZU 1799,2026-08-14 18:30,44.0,TEM Otoyol G.,HGS-B
TX00408,49 SO 2240,2026-08-16 15:07,37.25,15 Temmuz Köprüsü,HGS-A
TX00409,02 RP 9547,2026-08-24 18:14,8.5,Fatih SM G.,HGS-C
TX00411,72 VO 290,2026-08-21 05:32,38.75,15 Temmuz Köprüsü,HGS-A
TX00412,42 FZ 924,2026-08-17 07:35,8.5,15 Temmuz Köprüsü,HGS-B
TX00413,11 KT 7441,2026-08-03 15:28,22.0,Kavacık G.,HGS-B
TX00414,03 CJ 9228,2026-08-18 00:52,13.25,Avrasya Tüneli,HGS-C
TX00415,66 MP 7574,2026-08-11 11:52,13.25,Zincirlikuyu G.,HGS-B
TX00416,80 NR 6052,2026-08-23 14:07,14.75,TEM Otoyol G.,HGS-A
TX00417,38 MI 1841,2026-08-02 05:31,17.5,TEM Otoyol G.,HGS-C
TX00418,14 FE 2078,2026-08-30 12:13,35.75,Zincirlikuyu G.,HGS-C
TX00420,64 AR 9164,2026-08-30 13:53,44.0,15 Temmuz Köprüsü,HGS-C
TX00421,23 PD 2203,2026-08-04 12:42,44.0,Avrasya Tüneli,HGS-B
TX00423,78 RS 4997,2026-08-27 22:35,22.0,TEM Otoyol G.,HGS-C
TX00424,81 EE 4860,2026-08-22 11:58,8.5,Zincirlikuyu G.,HGS-C
TX00425,23 LP 5381,2026-08-23 03:48,22.0,Avrasya Tüneli,HGS-B
TX00426,54 PV 8847,2026-08-10 13:51,10.75,Avrasya Tüneli,HGS-A
TX00427,07 PE 2736,2026-08-10 21:16,17.5,Kavacık G.,HGS-C
TX00428,27 SA 7515,2026-08-04 19:55,8.5,TEM Otoyol G.,HGS-C
TX00429,72 IL 4812,2026-08-23 21:03,35.75,15 Temmuz Köprüsü,HGS-B
TX00430,41 ZB 4217,2026-08-07 19:55,35.75,Zincirlikuyu G.,HGS-C
TX00431,48 SM 9985,2026-08-07 23:12,22.0,15 Temmuz Köprüsü,HGS-A
TX00432,10 ED 8518,2026-08-04 12:02,35.75,Fatih SM G.,HGS-C
TX00433,21 NF 5515,2026-08-15 22:59,17.5,Kavacık G.,HGS-A
TX00434,77 BY 5034,2026-08-16 18:35,22.0,Kavacık G.,HGS-C
TX00435,29 ZL 8376,2026-08-06 13:34,44.0,15 Temmuz Köprüsü,HGS-A
TX00436,28 PH 4909,2026-08-07 19:33,37.25,Avrasya Tüneli,HGS-C
TX00437,58 FO 4094,2026-08-02 21:56,22.0,15 Temmuz Köprüsü,HGS-A
TX00438,70 RA 8568,2026-08-27 11:32,41.5,15 Temmuz Köprüsü,HGS-B
TX00439,42 LY 2842,2026-08-25 17:34,13.25,TEM Otoyol G.,HGS-A
TX00440,81 SU 7050,2026-08-27 03:13,44.0,TEM Otoyol G.,HGS-C
TX00441,10 SD 7623,2026-08-23 10:02,13.25,Kavacık G.,HGS-A
TX00442,33 MN 3829,2026-08-30 08:26,35.75,15 Temmuz Köprüsü,HGS-C
TX00443,41 AP 8862,2026-08-01 20:46,44.0,Kavacık G.,HGS-C
TX00444,10 IL 4848,2026-08-26 21:19,44.0,Kavacık G.,HGS-B
TX00445,57 IT 604,2026-08-16 05:34,17.5,Zincirlikuyu G.,HGS-C
TX00446,70 GO 4983,2026-08-22 23:41,22.0,Kavacık G.,HGS-C
TX00447,19 CA 9875,2026-08-13 17:35,13.25,Fatih SM G.,HGS-A
TX00448,45 EV 8497,2026-08-05 05:11,17.5,Avrasya Tüneli,HGS-B
TX00449,24 PN 991,2026-08-28 17:29,8.5,Avrasya Tüneli,HGS-A
TX00450,09 FE 9612,2026-08-16 10:22,17.5,TEM Otoyol G.,HGS-C
TX00451,37 OV 5306,2026-08-16 14:21,44.0,TEM Otoyol G.,HGS-B
TX00452,20 NI 5282,2026-08-14 05:00,22.0,Zincirlikuyu G.,HGS-A
TX00453,56 GI 5532,2026-08-29 15:29,35.75,Fatih SM G.,HGS-B
TX00454,14 EN 4697,2026-08-28 04:57,44.0,Zincirlikuyu G.,HGS-B
TX00455,81 BB 405,2026-08-28 16:40,13.25,Avrasya Tüneli,HGS-C
TX00456,76 EA 4369,2026-08-18 17:30,8.5,Zincirlikuyu G.,HGS-B
TX00457,76 RG 7713,2026-08-17 16:05,33.25,Fatih SM G.,HGS-C
TX00458,79 PS 2399,2026-08-15 05:11,44.0,Avrasya Tüneli,HGS-C
TX00459,19 RL 5978,2026-08-02 07:48,35.75,Zincirlikuyu G.,HGS-A
TX00460,30 AE 6018,2026-08-13 15:58,35.75,Kavacık G.,HGS-A
TX00461,42 CZ 4580,2026-08-27 23:16,44.0,Avrasya Tüneli,HGS-C
TX00462,49 IP 1375,2026-08-17 08:24,17.5,Avrasya Tüneli,HGS-B
TX00463,45 LL 9999,2026-08-01 16:56,17.5,15 Temmuz Köprüsü,HGS-A
TX00464,66 OE 3162,2026-08-06 11:38,8.5,Kavacık G.,HGS-C
TX00465,43 RL 7944,2026-08-16 06:37,12.5,TEM Otoyol G.,HGS-B
TX00466,17 ND 8499,2026-08-02 18:09,13.25,Zincirlikuyu G.,HGS-B
TX00467,67 ZN 9334,2026-08-21 00:56,8.5,TEM Otoyol G.,HGS-C
TX00469,75 TE 8469,2026-08-09 05:46,8.5,Fatih SM G.,HGS-B
TX00470,09 FI 1878,2026-08-01 06:33,44.0,TEM Otoyol G.,HGS-B
TX00471,78 CK 9927,2026-08-02 17:32,13.25,Kavacık G.,HGS-B
TX00472,78 MA 7169,2026-08-17 13:23,13.25,TEM Otoyol G.,HGS-C
TX00473,62 TI 9750,2026-08-26 23:58,8.5,Avrasya Tüneli,HGS-A
TX00474,33 KF 1473,2026-08-10 19:56,44.0,15 Temmuz Köprüsü,HGS-B
TX00475,01 NC 217,2026-08-13 20:13,8.5,Fatih SM G.,HGS-B
TX00476,20 JN 4381,2026-08-28 17:27,44.0,Fatih SM G.,HGS-C
TX00477,51 SJ 9235,2026-08-16 05:23,44.0,Avrasya Tüneli,HGS-B
TX00478,40 NS 6622,2026-08-24 04:54,8.5,Kavacık G.,HGS-C
TX00479,21 CL 5644,2026-08-26 17:39,11.5,TEM Otoyol G.,HGS-C
TX00480,01 TT 7827,2026-08-30 19:27,13.25,Kavacık G.,HGS-B
TX00481,11 OR 6664,2026-08-20 20:33,19.5,TEM Otoyol G.,HGS-C
TX00482,64 KE 8589,2026-08-10 06:02,44.0,Avrasya Tüneli,HGS-C
TX00483,79 DA 4019,2026-08-21 00:10,13.25,Fatih SM G.,HGS-B
TX00484,51 JE 351,2026-08-24 22:04,13.25,Avrasya Tüneli,HGS-B
TX00485,72 YI 4630,2026-08-08 19:12,33.25,15 Temmuz Köprüsü,HGS-C
TX00486,53 LM 8343,2026-08-10 10:07,44.0,Fatih SM G.,HGS-C
TX00487,74 FK 6278,2026-08-19 15:49,17.5,Fatih SM G.,HGS-B
TX00488,76 UL 4324,2026-08-03 12:40,17.5,TEM Otoyol G.,HGS-C
TX00489,41 JI 8876,2026-08-03 01:53,22.0,Zincirlikuyu G.,HGS-B
TX00490,10 ME 5242,2026-08-12 06:57,44.0,Fatih SM G.,HGS-A
TX00491,25 LE 4065,2026-08-28 08:13,17.5,Zincirlikuyu G.,HGS-A
TX00492,46 DC 1385,2026-08-22 21:31,44.0,Kavacık G.,HGS-C
TX00493,62 IH 9512,2026-08-28 08:31,17.5,Avrasya Tüneli,HGS-B
TX00494,74 CM 7033,2026-08-16 17:02,44.0,Fatih SM G.,HGS-B
TX00495,23 KC 8590,2026-08-15 10:44,13.25,Kavacık G.,HGS-C
TX00496,75 CI 4354,2026-08-06 17:16,17.5,Fatih SM G.,HGS-B
TX00497,44 IL 3549,2026-08-14 22:48,22.0,Fatih SM G.,HGS-B
TX00498,24 NZ 3844,2026-08-27 03:46,22.0,Zincirlikuyu G.,HGS-C
TX00499,49 ET 2550,2026-08-16 00:11,35.75,15 Temmuz Köprüsü,HGS-A
TX00500,81 LR 8072,2026-08-11 00:35,44.0,Kavacık G.,HGS-B
TXX000,28 TK 1677,2026-08-02 00:00,22.0,TEM Otoyol G.,HGS-B
TXX001,47 IM 4322,2026-08-09 00:00,22.0,Kavacık G.,HGS-B
TXX002,45 UZ 3359,2026-08-04 00:00,13.25,Fatih SM G.,HGS-B
TXX003,66 LR 1384,2026-08-11 00:00,22.0,Avrasya Tüneli,HGS-B
TXX004,81 ZU 5627,2026-08-15 00:00,22.0,TEM Otoyol G.,HGS-C
TXX005,52 UB 2754,2026-08-19 00:00,22.0,Zincirlikuyu G.,HGS-B
